date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
5/31/20,gabjoh2,BrianWivell,0,0,2,"This is a mailer put out by ""Democrats for Education Reform"" - i.e. for charter schools as opposed to public ones. This is what's known as ""evil intersectionality"" ",,,,1.27E+18,https://twitter.com/gabjoh2/status/1266947426516172806
5/31/20,jaworski_park,SecPompeo,0,0,0,"We need education reform. Basic stuff you learn in later High School curriculum and College stuff such as differentiation, Statistics, Psychology, or even lower level Microbiology and Religions of Philosophy can really make people comfortable with different types of people. . . .",,,,1.27E+18,https://twitter.com/jaworski_park/status/1266945824983887872
5/31/20,RachelAnneLevy,BrianWivell,0,14,4,"Democrats for Education Reform is sending these mailers out in a DC Council election, against the Ward 4 pro public education and pro policing reform candidate. I try to be measured on here but this is DISGUSTING. Shame on you, DFER. #edreform",,,#edreform,1.27E+18,https://twitter.com/RachelAnneLevy/status/1266944335628636161
5/31/20,Evan_29,crowder,1,0,0,"Bro I’m not getting paid to teach you, this is why we need the pig salary for education reform :(",,,,1.27E+18,https://twitter.com/Evan_29/status/1266943857721253891
5/31/20,kunal_is_alive,brandondarby,3,2,4,"REALLY?? THIS IS WHAT YOU WANTED. Y'ALL ARE SO FUCKING OUT OF HAND. THIS ISNT ACCOMPLISHING SHIT. INSTEAD OF PUSHING POLICIES, EDUCATION REFORM, REFORM ON THE WAR ON DRUGS, AND BETTER HOUSING ACTS, YOU DO THIS SHIT. ",,,,1.27E+18,https://twitter.com/kunal_is_alive/status/1266943007036551169
5/31/20,RachelAnneLevy,BrianWivell,1,0,1,"I'm sorry, what? Is that DFER as in the Democrats for Education Reform?",,,,1.27E+18,https://twitter.com/RachelAnneLevy/status/1266942145610596353
5/31/20,heyyouveilleux,,0,0,7,When I say I want an education reform the police academy is on that list too,,,,1.27E+18,https://twitter.com/heyyouveilleux/status/1266940658465546241
5/31/20,lolanushree,Take_A_Pitch_74,0,0,1,"For me personally, as a future teacher, i’m channeling this energy into education reform! I want to teach equality and race issues in a healthy and informed way",,,,1.27E+18,https://twitter.com/lolanushree/status/1266931717509709825
5/31/20,KSU_MASH,,0,0,2,So many stupid people were taught how to spell/type and now we get to read their opinion. #EducationReform #nomore,,,#EducationReform #nomore,1.27E+18,https://twitter.com/KSU_MASH/status/1266930447336067074
5/31/20,pseudocia,Sam_Glasford,3,1,23,SOCIAL WEALTH FUND universal health care Education reform Criminal justice reform Social services reform,,,,1.27E+18,https://twitter.com/pseudocia/status/1266928564395479040
5/31/20,FredKirkey1,FredKirkey1,2,0,1,"With respect to access to healthcare and education, I agree with you and agree with Trump's introduction of education reform/funding for traditionally black schools.",,,,1.27E+18,https://twitter.com/FredKirkey1/status/1266927678986346497
5/31/20,myoldpalJosh,yyyordan,0,0,0,"fax, but we have to start it so the generations after us will follow and make it into the norm. whether that be through education reform or parents of ALL RACES taking the time to teach their kids the unbiased and unfiltered history of minorities, especially African Americans",,,,1.27E+18,https://twitter.com/myoldpalJosh/status/1266926940667199488
5/31/20,luisaverdiazz,,0,0,0,"this is so emotionally draining. and again, i can’t even begin to imagine the pain that the black community is going through. our govt needs to do better. and these cops needa get defunded & we need policies that serve POC communities- healthcare, education reform.",,,,1.27E+18,https://twitter.com/luisaverdiazz/status/1266923029335949316
5/31/20,Godblessashley,,0,0,0,i want congress to respond to this unrest. i want criminal justice reform. i want education reform.,,,,1.27E+18,https://twitter.com/Godblessashley/status/1266909225411735552
5/31/20,Gheselyaa,CarlNasman,1,3,4,"Until the United States of AmeriKKKa, addresses it’s history of violence through structural change addressing the disparities, economically, sociopoltically, we’re talking reparations, affordable housing, an IMMEDIATE end to police brutality, education reform, JUSTICE &amp; PEACE ",,,,1.27E+18,https://twitter.com/Gheselyaa/status/1266909028287987712
5/31/20,JaVonniBrustow,ERUBSSS,14,8,42,*bookmarks tweet to use later for education reform presentation * ,,,,1.27E+18,https://twitter.com/JaVonniBrustow/status/1266903319269777411
5/31/20,BryenJ_5,theanswer1991,0,1,49,The same man who has given multiple lectures at Harvard for education reform. Did a Ted Talk on education reform. Spoke at the Sloan analytics convention &amp; went to a previous one in Silicon Valley about how to use technology to help strengthen education. No brownie points needed.,,,,1.27E+18,https://twitter.com/BryenJ_5/status/1266900971327635458
5/31/20,SheilaDixonBalt,,1,1,6,"I joined Ryan Miner of @AMinerDetail to talk through my vision for Baltimore, the effects of the O’Malley-era crime plan, my plan to work through the coronavirus pandemic, education reform, and reopening Baltimore City’s restaurants. Listen NOW: https://aminerdetail.com/SheilaDixon",,@AMinerDetail,,1.27E+18,https://twitter.com/SheilaDixonBalt/status/1266897296802922502
5/31/20,TrumpMOAB,tnicoach,0,0,1,"His “Charlottesville comments” have been debunked, open borders are unequivocally bad for the country, what education reform has been rolling the country back? Keep watching CNN bro and believing the lies of the left",,,,1.27E+18,https://twitter.com/TrumpMOAB/status/1266897220885819393
5/31/20,sydbrown__,,1,0,2,".@FCHWPO IS THE REALEST YOUNG NBA PLAYER IN THE LEAGUE! Dude spoke at Harvard, advocates for education reform, NOW he just drove 15 hours from Boston to ATL to be a part of the protests! I look up to you Jaylen! Your future is wayyy bigger than the game respect brother!",,@FCHWPO,,1.27E+18,https://twitter.com/sydbrown__/status/1266893778411012096
5/31/20,mustang_gio,SusanArendt,0,0,1,Nothing we can't fix with some simple: #PoliceReform #healthcareReform #educationReform #housingReform #BankingReform #InvestinAmericanJobsReform And im Probably forgetting a few.,,,#PoliceReform #healthcareReform #educationReform #housingReform #BankingReform #InvestinAmericanJobsReform,1.27E+18,https://twitter.com/mustang_gio/status/1266891171781017601
5/31/20,BryenJ_5,IvanDTerrible3,0,0,3,The man who has given multiple lectures on education reform at Harvard/ Ted talks. Who has spoken at Sloan analytic conferences and who has attended many technological conventions to learn how to help children better education. Yeah I would say he’s pretty fucking smart,,,,1.27E+18,https://twitter.com/BryenJ_5/status/1266890892264329218
5/31/20,bernie_ebook,,0,0,0,"A Trump SWAT Team for Regulation. He led a bipartisan education reform, but Democrats have turned against it.",,,,1.27E+18,https://twitter.com/bernie_ebook/status/1266886709821747200
5/31/20,osedumen4,,0,0,2,Let’s get some education reform too!,,,,1.27E+18,https://twitter.com/osedumen4/status/1266885191546671107
5/31/20,littlepigboy666,,0,0,7,"HELLO ok so the only thing I know how to do right now is organize so!!! If you’re interested in assembling teens/ young adults in your town to contact administrators about public education reform (esp cutting ties with police departments), DM ME ON INSTA!!! @/notariella",,,,1.27E+18,https://twitter.com/littlepigboy666/status/1266882365042888712
5/30/20,Potato_Guard12,MarkDuaneMorton,0,0,0,"Leadership, education, an economic structure that supports people. The list goes on and they're all intertwined. People voted for a moron because other things suck. I think we need serious education reform, just my 2¢.",,,,1.27E+18,https://twitter.com/Potato_Guard12/status/1266882044988096515
5/30/20,acdha,20003ist,1,0,3,I especially noted how a purported education reform group paid to send only glossy fliers opposing criminal justice reform,,,,1.27E+18,https://twitter.com/acdha/status/1266881886233780225
5/30/20,Dad_Loop,kidkawartha,0,0,0,That is the basis of the UCP's education reform.,,,,1.27E+18,https://twitter.com/Dad_Loop/status/1266880685081391106
5/30/20,luismen1991,,2,0,3,"I’ve been tweeting my solutions to alleviate poverty in minority communities for months now. I’ve been tweeting my solutions to cultural reform, education reform and job growth that would have prevented a lot of this. I’ve also talked about police reform. Nobody listened.",,,,1.27E+18,https://twitter.com/luismen1991/status/1266879283454259200
5/30/20,MarissaWhitey,,1,0,3,Think about the history teachers u had who focused predominantly or exclusively on/ romanticized the non-violent protests of the civil rights movement & consider what they looked like. Education reform is amongst one of the MANY critical changes we need to work towards... ,,,,1.27E+18,https://twitter.com/MarissaWhitey/status/1266878340910075904
5/30/20,D_Ladouceur,,0,0,0,It never ends. Trying to protect students who were not given the education they were promised who mortgaged their life will never trust America again. Thanks to a veto. #education #students #educationreform #educationsystem #educationpolicy,,,#education #students #educationreform #educationsystem #educationpolicy,1.27E+18,https://twitter.com/D_Ladouceur/status/1266875138789662720
5/30/20,ducky10290,spazzrella,2,0,2,"You're a special kind of stupid, aren't you? There are constant efforts to try to reduce everyday murders. That's why people push for welfare and education reform. But Police Brutality is a whole different animal.",,,,1.27E+18,https://twitter.com/ducky10290/status/1266861909514563586
5/30/20,Annusaki,ARanganathan72,1,3,1,Priority is Education Reform Police Reform Law Reform Judicial Reform Uniform civil court Free Temple Tackle Poverty &amp; Stop religious conversions Fire nonperforming Bureacrates &amp; Ministers Without all these Modi Govt is #NoShow Only building foreign relations is so directio,,,#NoShow,1.27E+18,https://twitter.com/Annusaki/status/1266856074650333184
5/30/20,Rustyyy_513,,0,0,0,Nothing gets solved without education reform,,,,1.27E+18,https://twitter.com/Rustyyy_513/status/1266855976948371457
5/30/20,btransatlantic,20003ist,1,1,1,"good question. not from Todd’s campaign - from Democrats For Education Reform, who have endorsed Todd",,,,1.27E+18,https://twitter.com/btransatlantic/status/1266848562324942853
5/30/20,cecilia1590,,2,25,39,"Since America loves to gloss over historical events, erase real black history & create the white savior complex these kids won’t ever learn the truth. If their parents won’t teach them to not be racist it needs to be taught in school. Education reform needs to be next.",,,,1.27E+18,https://twitter.com/cecilia1590/status/1266846449968562176
5/30/20,rmjackson,doodlemancy,0,0,2,"And if people were really interested in fighting poverty, they’d be fighting for education reform.",,,,1.27E+18,https://twitter.com/rmjackson/status/1266839815217168388
5/30/20,SeifelCapital,,1,0,0,11/n 3. Education reform &amp; access: I don't have the solution. Empirical research has revealed the correlation between education and prosperity. Micro and macro level (h/t @RayDalio https://www.linkedin.com/pulse/chapter-1-big-picture-tiny-nutshell-ray-dalio/) - education=leading indicator of superpower transitions.,,@RayDalio,,1.27E+18,https://twitter.com/SeifelCapital/status/1266831797276553216
5/30/20,LauGreatest,,0,0,1,"And to add to this, it’s been disheartening as fuck to see this trending here ALL day today. This is not about Trudeau. It’s not about petty lib vs con conspiracy theories. It’s about #SystemicRacism #EducationReform and #BlackLivesMatter !!!! https://twitter.com/LauGreatest/status/1266825704412516352",,,#SystemicRacism #EducationReform #BlackLivesMatter #BlackLivesMatter,1.27E+18,https://twitter.com/LauGreatest/status/1266829194333470721
5/30/20,KelliStretesky,surajpatelnyc,0,0,5,"NYC, vote Suraj Patel into congress to help save #America this coming JUNE 23rd for District-12! #surajpatel #district12 #NYC #vote #voteblue #votebymail #election #usa #newyork #blacklivesmatter #educationreform #SmallBusiness #ethics #lawyer #attorney #nyu #les #ues #brooklyn",,,#America #surajpatel #district12 #NYC #vote #voteblue #votebymail #election #usa #newyork #blacklivesmatter #blacklivesmatter #educationreform #SmallBusiness #ethics #lawyer #attorney #nyu #les #ues #brooklyn,1.27E+18,https://twitter.com/KelliStretesky/status/1266809093643284481
5/30/20,JMillzDC,GrahamRoth,1,0,1,Does anyone know who DFER actually is? I’ve received countless fliers from them attacking Janeese and not one has anything to do with education reform,,,,1.27E+18,https://twitter.com/JMillzDC/status/1266807245624541184
5/30/20,BlueRepublik,,0,1,11,"Obviously this wouldn’t be a panacea, we have plenty of other issues > climate change > police brutality > healthcare reform > foreign dictators > terrorism > education reform &gt; housing/zoning reform &gt; gun regulation Etc etc But a LVT would help a lot with economic inequalities",,,,1.27E+18,https://twitter.com/BlueRepublik/status/1266804747199225856
5/30/20,yhn,,1,0,2,The need for education reform didn’t die with the defeat of Amendment One ,,,,1.27E+18,https://twitter.com/yhn/status/1266801895609372674
5/30/20,jamalSharif__,,0,0,0,"Forget police reforms, health reforms and all that. Education reform is what will save us. Solid foundations will build the strongest society.",,,,1.27E+18,https://twitter.com/jamalSharif__/status/1266800923386490880
5/30/20,pavitheunicorn,fahmeyadi,0,0,0,Lol I love this enthusiam for history education reform. Yessss.,,,,1.27E+18,https://twitter.com/pavitheunicorn/status/1266799649207144448
5/30/20,zobo_brockway,kyliiemadiison,2,1,30,"All of this is exactly why I’ve wanted to get into education reform of racial equality. Oppression has been occurring for too long in every aspect. Please just be anti racist and support those who are fighting for their freedom from fear, that we don’t even realize we have ",,,,1.27E+18,https://twitter.com/zobo_brockway/status/1266799434060443649
5/30/20,maropetro,,0,0,2,this mailer from “Democrats for Education Reform DC IEC” in support of @brandonttodd was already pretty foolish. now it’s particularly misguided and ill-advised. go @Janeese4DC!!,,@brandonttodd @Janeese4DC,,1.27E+18,https://twitter.com/maropetro/status/1266798331159883776
5/30/20,moisesvgomez,,0,0,0,Still convinced the change we need is education reform..people need the tools to help foster their own potential,,,,1.27E+18,https://twitter.com/moisesvgomez/status/1266798238104879104
5/30/20,mpgPhD,SabrinaSiddiqui,0,0,4,I assume Betsy Devos is supporting this as education reform ,,,,1.27E+18,https://twitter.com/mpgPhD/status/1266795268063854594
5/30/20,ztoj99,VeniceSanders,0,0,0,Education reform is a must ,,,,1.27E+18,https://twitter.com/ztoj99/status/1266794973283917824
5/30/20,ch_sabarinath,,0,0,0,#Modi1Year We need to understand that if we want to change this nation we need to create a generation of youth who are grounded in Sanatan Dharma. We are ruining our youth with western education. Modiji knows this but in 6y of his govt. no education reform has been carried out.,,,#Modi1Year,1.27E+18,https://twitter.com/ch_sabarinath/status/1266793061792669696
5/30/20,ch_sabarinath,,1,0,1,#Modi1Year We need to understand that if we want to change this nation we need to create a generation of youth who are grounded in Sanatan Dharma. We are ruining our youth with western education. Modiji knows this but in 6y of his govt. no education reform has been carried out.,,,#Modi1Year,1.27E+18,https://twitter.com/ch_sabarinath/status/1266792728408416256
5/30/20,thekyndred,,0,0,1,#riots2020 could be pushing for U.B.I. &amp; Universal Healthcare. #protests2020 could be pushing for #sustainableliving and #educationreform. The #powerfulpeople are the many. We #decide2020 and the direction our society grows in. #wearekyndred #globalreform #lifefirst #UBI #health,,,#riots2020 #protests2020 #sustainableliving #educationreform #powerfulpeople #decide2020 #wearekyndred #globalreform #lifefirst #UBI #health,1.27E+18,https://twitter.com/thekyndred/status/1266789401578762241
5/30/20,PatelRdk,narendramodi,0,0,0,Jitna Rs election campaign spent Karte ho uska half migrant workers or economy or education reform mai kiya hota to aaj aatmanirbhar program ki jarur NHI padti.,,,,1.27E+18,https://twitter.com/PatelRdk/status/1266788688551383041
5/30/20,SJN72308453,educationreform,0,0,0,Paid @neeratanden troll.,,@neeratanden,,1.27E+18,https://twitter.com/SJN72308453/status/1266785733785735169
5/30/20,educationreform,SJN72308453,1,0,0,Bot,,,,1.27E+18,https://twitter.com/educationreform/status/1266785105625993218
5/30/20,HobsonTara,teachergoals,1,0,0,"If we want to reform education, the people in front of students everyday need to be included in those decisions. #educationreform ",,,#educationreform,1.27E+18,https://twitter.com/HobsonTara/status/1266783286161895424
5/30/20,ojpimpsonn,,0,0,3,"I will say while we at it, might want to throw a little education reform in there ",,,,1.27E+18,https://twitter.com/ojpimpsonn/status/1266778777528356869
5/30/20,Lead_ISU,,0,0,1,During her three years as Chancellor of the District of Columbia Public Schools Michelle Rhee became the point woman for the national debate on education reform. She founded the New Teacher Project which helps needy school districts recruit and train teachers. (Source: Goldsea) ,,,,1.27E+18,https://twitter.com/Lead_ISU/status/1266776684948316161
5/30/20,luismen1991,,2,1,13,"I really do want to see black people succeed in America. I have outlined my plans for a job creation, education reform, mentorship and culture reform many times. This is the key to prosperity.",,,,1.27E+18,https://twitter.com/luismen1991/status/1266761537391337474
5/30/20,ourrevnashville,,0,0,0,"RT OurRevolution ""That's right. We need education reform that puts public schools first NOW. #PoliticalRevolution #OrganizeToWin OurRevTexas """,,,#PoliticalRevolution #OrganizeToWin,1.27E+18,https://twitter.com/ourrevnashville/status/1266759568945799168
5/30/20,luismen1991,TDL4VT,0,0,2,"Yes terrible. Why do they get treated like this? Well the fact that the media stoked up stereotypes and the fact that 50% of violent crimes are committed by them is also something to factor in. How do you address this though? Well, job creation and education reform. All connected",,,,1.27E+18,https://twitter.com/luismen1991/status/1266757281217228800
5/30/20,EgalitarianHr,WildGoo60453753,1,0,0,We lack skills in this country but that is a discussion on the premium of education. We pay a lot in tuition but are we being skilled or educated? Corporations want skills not educated. Education reform is needed. We are educated in US but not skilled ...my thesis was on this.,,,,1.27E+18,https://twitter.com/EgalitarianHr/status/1266746523867664384
5/30/20,fedward,,1,0,0,"Who are ""Democrats for Education Reform DC"" and why are they sending mail that implies Trump supporters will vote in the Democratic primary? ",,,,1.27E+18,https://twitter.com/fedward/status/1266746393257017345
5/30/20,OurRevolution,,1,9,20,That's right. We need education reform that puts public schools first NOW. #PoliticalRevolution #OrganizeToWin @OurRevTexas,,@OurRevTexas,#PoliticalRevolution #OrganizeToWin,1.27E+18,https://twitter.com/OurRevolution/status/1266746189136846848
5/30/20,pamelaadlon,ava,5,14,167,Prison reform. Education reform. Reparations. @aclu is going in. What will you do? @buyblackmovemnt @oneunited @AfroTech @webuyblackcom,,@ACLU @buyblackmovemnt @oneunited @AfroTech @webuyblackcom,,1.27E+18,https://twitter.com/pamelaadlon/status/1266745674428628993
5/30/20,ahartley98,,0,0,0,A laundry list of education reform groups claiming to represent parents. ,,,,1.27E+18,https://twitter.com/ahartley98/status/1266742783701913600
5/30/20,emilybowden6,emilybowden6,2,0,0,"What I do want is too long to list on Twitter, but at the top of my list of priorities are climate change, policing reform, income equality, gun control, and education reform. I believe that Biden will put people in charge of these issues who align with my beliefs.",,,,1.27E+18,https://twitter.com/emilybowden6/status/1266735970973515778
5/30/20,Kbahri5,clegleiter,1,0,6,Yes to all of this ! Education Reform. #crazyPLN,,,#crazyPLN,1.27E+18,https://twitter.com/Kbahri5/status/1266734672542908416
5/30/20,j_enemokwu,,0,0,5,"So what’s the best way to seek education reform and put black history in the curriculum? Is it petitions, writing to MPs etc. Or is it an increase in pan-African schools to teach outside the curriculum ?",,,,1.27E+18,https://twitter.com/j_enemokwu/status/1266720927666094082
5/30/20,Isa30430589,,0,0,2,أول خطوة اخدتها فلندا للنهوض بالتعليم هي التخلص من الجراثيم.. هكذا يسميها الدكتور سالبرغ مؤسس حركة إصلاح النظام التعليمي الفندي.. ولقد اشتق كلمة (جرثوم GERM) واختصارها= Global Education Reform Movement,,,,1.27E+18,https://twitter.com/Isa30430589/status/1266713860200894471
5/30/20,WorldProfessor,JuliaFliss,1,1,1,#Ourstory Education reform ,,,#Ourstory,1.27E+18,https://twitter.com/WorldProfessor/status/1266709720955576320
5/30/20,SomeGuy10473152,brokeymcpoverty,1,0,0,Just sad to see this is what our for profit education system is producing. #educationreform,,,#educationreform,1.27E+18,https://twitter.com/SomeGuy10473152/status/1266703241825288192
5/30/20,C4RLCastIron,TinaButcher18,1,0,1,"It would never happen but id love to see a whole new education reform, the Uni I go to is filled with mature students all saying the same as me, that learning is easier now via wisdom and the willingness to learn, something not many 'kids' have.",,,,1.27E+18,https://twitter.com/C4RLCastIron/status/1266697776559251456
5/30/20,SassyAssiana,bIushietae,0,0,0,"This is why education reform has been a thing. You must have skipped the day that taught that we stole from the native people first. Technically the Vikings were probably superior, no one knows. You think you all do, but seriously no.",,,,1.27E+18,https://twitter.com/SassyAssiana/status/1266696777484382208
5/30/20,remnanttexan,wtwills09,0,0,0,W also negotiated Education reform with Ted Kennedy and signed a bipartisan bill. He also passed tax cuts and Medicare prescription coverage with bipartisan support. All of that before 9/11.,,,,1.27E+18,https://twitter.com/remnanttexan/status/1266696658538110977
5/30/20,soham_and,narendramodi,0,0,0,We are proud till last gen come That one PM came and changing the Manifesto of destiny with unspeakable leadership and Rules. We need you more...TILL BOUNDING GLGIT BALTISTAN POK CHINA ARTICLE 30 EDUCATION REFORM 5 TRILLION ECONOMY VOCAL PE LOCAL ATMANIRBAN BHARAT AND LOTS,,,,1.27E+18,https://twitter.com/soham_and/status/1266693499338076162
5/30/20,IqrahI,TheGhostBSL,1,0,1,"These riots haven’t been the only way black people have protested. Since before Rodney King we have been calling for police reform, education reform etc all to prevent racism from the lowest level. It is illegal to be blatantly racist in the UK and yet people still are so we-",,,,1.27E+18,https://twitter.com/IqrahI/status/1266691845704294400
5/30/20,Search_Light_in,ssudhirkumar,1,0,0,Education reform UCC POK annexation Remove the work secular from India Constitution Declare Hindu Rashtra..,,,,1.27E+18,https://twitter.com/Search_Light_in/status/1266690063066415105
5/30/20,TerriGuillReis,rattiation,0,0,1,Education reform.,,,,1.27E+18,https://twitter.com/TerriGuillReis/status/1266685294478159874
5/30/20,SahilKapoor,,1,0,0,"The last century has been an especially bad one for memory. A hundred years of progressive education reform have discredited memorization as oppressive and stultifying—not only a waste of time, but positively harmful to the developing brain.",,,,1.27E+18,https://twitter.com/SahilKapoor/status/1266659294922989573
5/30/20,farr0ckkid,christillmatic,0,0,1,"I don’t disagree with that, but I think there should be a limit to what is effective protests. Burning down businesses owned by minorities isn’t effective in the slightest. Push for prison, police, and education reform. Not mindless rioting and looting.",,,,1.27E+18,https://twitter.com/farr0ckkid/status/1266635595251679233
5/30/20,hlee83,sandrapearsall,0,0,0,We need to relearn and properly teach American history to our young. I went to a Christian school and don’t remember learning this. #educationreform #KnowYourHistory #BlackLivesMatters,,,#educationreform #KnowYourHistory #BlackLivesMatters,1.27E+18,https://twitter.com/hlee83/status/1266631709765689346
5/30/20,CynsTreat,jonst0kes,0,0,0,"Ok I feel better. We can't let anything happen to our @POTUS @realDonaldTrump. There is still too much to fix in our Country. Infrastructure, Technical Education reform, Bio-remediation, etc. #JustSayin #AmericaFirst before skin color, religion, or both Political Parties",,@POTUS @realDonaldTrump,#JustSayin #AmericaFirst,1.27E+18,https://twitter.com/CynsTreat/status/1266626732703887361
5/30/20,gatling_gun27,R24966786,0,0,38,Malala forgot that its pakistan that need education reform first not the rest of the world.,,,,1.27E+18,https://twitter.com/gatling_gun27/status/1266626610351861760
5/30/20,Williesillie2,,6,9,102,I feel like we need education reform because we live in a hell literal discord and pestilence and still the most stressed out I get is when I wake up from a nightmare where I forgot to do an assignment that’s due tomorrow,,,,1.27E+18,https://twitter.com/Williesillie2/status/1266621954858954755
5/30/20,YourePoorAsf,ERUBSSS,3,68,218,We need education reform pls ,,,,1.27E+18,https://twitter.com/YourePoorAsf/status/1266616865247420419
5/30/20,Rohits_17,MehHarshil,1,0,3,Education reform ? Constitutional reform ? Repealing the 1992 places of worship act Taking back land from the churches Freeing temples from govt control All higher education in Indian languages along with English as promised in #NEP Taking back waqf occupied land Closing MoMA,,,#NEP,1.27E+18,https://twitter.com/Rohits_17/status/1266611372793696256
5/30/20,WarShark4Eva,SFF_Writer_Dan,0,0,2,"A cop kills someone and people are like, “That’s only 1 cop out of 1000s of good cops” but anytime we talk about education reform, it’s “If we have even 1 bad or inappropriate teacher, we need to overhaul the whole system.” Why are teachers held to a higher standard than cops? ",,,,1.27E+18,https://twitter.com/WarShark4Eva/status/1266610893841813504
5/30/20,Dreamy3063,,1,0,0,"As these new groups gain power from their supporters, they begin cleaning up the issues that plague society such as poverty, systemic racism, education reform, food &amp; water, e.t.c. Capitalistic giants and monopolies that threatened to crumble during the pandemic...",,,,1.27E+18,https://twitter.com/Dreamy3063/status/1266606623809650688
5/30/20,Lovely6543210,,0,0,0,@narendramodi Govt Removing Article 370 Triple talaq bill New motor vehicle act UAPA bill CAA bill J&amp;k reservation bill Ram mandir Marvelous work done by Namo govt Yet to come #NRC #UCC #PopulationControlLaw #EducationReform #ModiBestPmEver,,@narendramodi,#NRC #UCC #PopulationControlLaw #EducationReform #ModiBestPmEver,1.27E+18,https://twitter.com/Lovely6543210/status/1266603380467621889
5/30/20,_landon_wilkins,,0,0,0,Working on a piece right now. Writing is activism. There’s space for everyone in the movement. #BeSafe #ActivistNotTerrorist #JusticeForGeorge #educationreform #TransIsBeautiful #TonyMcDade #HistoryRepeatsItself,,,#BeSafe #ActivistNotTerrorist #JusticeForGeorge #educationreform #TransIsBeautiful #TonyMcDade #HistoryRepeatsItself,1.27E+18,https://twitter.com/_landon_wilkins/status/1266590239142928391
5/30/20,BackInStorrs,,1,0,5,"Things need to change at all levels immediately. Enough BS talk from Rs and Ds, it is time for action. We need criminal justice reform, education reform - we need to end this systemic racism. Go back to your state capitol or DC and do something for the people - not corporations.",,,,1.27E+18,https://twitter.com/BackInStorrs/status/1266584785121693701
5/30/20,TeachForThePH,,1,0,0,"Our Co-Founder & CEO, Clarissa Delgado, shares her closing message. ""The first two years of your lifelong journey towards social justice and education reform ends today."" #Padayon2020",,,#Padayon2020,1.27E+18,https://twitter.com/TeachForThePH/status/1266584350037958658
5/30/20,book_souk,,0,0,0,Book - A Political Education: Black Politics and Education Reform in Chicago since the 1960s http://ow.ly/KLaz30ql3RA HT @EToddBreland @uncpressblog,,@EToddBreland @uncpressblog,,1.27E+18,https://twitter.com/book_souk/status/1266583875045724161
5/30/20,hyperpresents,mymommyspost,0,0,0,This is a result of neoliberal education reform that sucked the money out of schools. Corporations bought charter schools to enforce racist teaching omitting vital parts of history so that people would stay ignorant about their class and its ties to race.,,,,1.27E+18,https://twitter.com/hyperpresents/status/1266583787665752064
5/30/20,robtrev22,draymonster23,1,0,0,"A similar plan to that proposed by Bernie Sanders, a candidate I campaigned very hard for and would have loved to have seen win the nomination. It will take a political push from the left to focus on wealth inequality, education reform, and a labor union revival.",,,,1.27E+18,https://twitter.com/robtrev22/status/1266581353258266624
5/30/20,deadendXXI,jarpad,0,0,0,"Wow didn’t take you for the kind of guy to say “education &amp; reform” &amp; then shame blacklivesmatter as a “platitude”. Look at history &amp; “educate” yourself on how riots have gained change, not the government. Riots are the language of the people not heard.",,,,1.27E+18,https://twitter.com/deadendXXI/status/1266581224702775297
5/30/20,buffysworld67,somm_bitch,1,0,0,"Yeah, but neither political party ever seriously addresses the issues that would help here: justice / prison / education reform. They talk about it during the campaign and then forget about it.",,,,1.27E+18,https://twitter.com/buffysworld67/status/1266579895112609792
5/30/20,vikrantkumar,iKaran70,2,0,0,"What do we mena by Police reform, what action you what GOI to take? Kahin bhi sodh liya police reform bas isliye? Judicial reform govt tried, it's a long process, can't happen overnight. Education reform is old issue, not in last 1 year. What is with Aadhar data? Chidu?",,,,1.27E+18,https://twitter.com/vikrantkumar/status/1266567511211835393
5/30/20,HOFSimp,RoseGoldJammin,0,0,0,They run the school system so how in the world would we ever get education reform? Our children can only learn what they allow them to because they run the country... and we can’t educate them ourselves because we as a people sometimes act ignorantly This looks like the only way.,,,,1.27E+18,https://twitter.com/HOFSimp/status/1266560676203503618
5/30/20,HamiltonCollege,,0,0,8,"Inspired by her study abroad experience in Asia, Eliza Renn ’20 is eager to return and learn about education reform in Taiwan as recipient of Fulbright award. https://bit.ly/36Hv7Ix #studywhatyoulove #findyourfuture @FulbrightPrgrm",,@FulbrightPrgrm,#studywhatyoulove #findyourfuture,1.27E+18,https://twitter.com/HamiltonCollege/status/1266538577661485057
5/30/20,PedroIsIgnorant,rawwalker_,0,0,0,About to be Working with ucpd to implement police education reform meeting being scheduled as i tweet ,,,,1.27E+18,https://twitter.com/PedroIsIgnorant/status/1266534672093179904
5/30/20,OrgnlYangster,bengarvin,1,2,15,"Hell yeah! We need MAJOR education reform teaching ALL the history of America and ALL the cultures that make up America. America isnt white, black, or brown. Its not a solid color. Its red white and blue and we NEED 2 learn about our accomplishments and from our embarrassments",,,,1.27E+18,https://twitter.com/OrgnlYangster/status/1266531830427238400
5/30/20,LaurenLeCo,rat_thrower,0,0,1,The schools don’t suck because of “lack of funding”. You can’t continue to throw money at a system that’s broken. Education reform is what needs to happen.,,,,1.27E+18,https://twitter.com/LaurenLeCo/status/1266524297406951430
5/29/20,Cody_Willi,T_shep7,0,0,1,Education reform,,,,1.27E+18,https://twitter.com/Cody_Willi/status/1266514923569516550
5/29/20,MindsThirsty,,0,1,1,Looking for those who would interested in teaching a mini virtual summer camp! #education #edtech #elearning #edutech #educationreform Dm me for more details.,,,#education #edtech #elearning #edutech #educationreform,1.27E+18,https://twitter.com/MindsThirsty/status/1266503311802298368
